first_air_date,genre_ids,id,name,original_language,original_name,overview,popularity,vote_average,vote_count
2019-04-08,"[16, 35]",86836,"Why the Hell Are You Here, Teacher!?",ja,なんでここに先生が!?,"Ichiro Sato is about as average as a student can get... except for his above-average ability to land himself in totally awkward, intensely risqué situations with his no-nonsense teacher, Kana Kojima! Ichiro has his hands full dealing with these steamy shenanigans and unexpected encounters in the most unlikely places. At least it can’t get any worse, right?",50.19,8.5,634
2020-04-02,"[16, 9648, 10759, 10765, 18]",97860,Tower of God,ja,神之塔 -Tower of God-,"Reach the top, and everything will be yours. At the top of the tower exists everything in this world, and all of it can be yours. You can become a god. This is the story of the beginning and the end of Rachel, the girl who climbed the tower so she could see the stars, and Bam, the boy who needed nothing but her.",50.187,8.4,392
2019-10-07,"[16, 35, 10765]",91547,Didn't I Say to Make My Abilities Average in the Next Life?!,ja,私、能力は平均値でって言ったよね！,"Having stood out from others most of her life due to her exceptional character, Misato Kurihara has lived without neither the joy of having close friends nor the experience of having a regular life. However, after a sudden death, she was transported to a divine realm to be reincarnated—and granted one wish to top it off. Thinking about the ordinary life that she had always wanted, she wished to be born as a normal person, with abilities that are average for the world she will resurrect in.

Reborn as Adele von Ascham—the daughter of a noble—she possesses magic powers completely exceeding what one would label average. Still desiring to carry out the life she wanted, she leaves her home and enrolls at a hunter school in a faraway kingdom using ""Mile"" as an alias. However, try as she might to hide her overpowering potential, attaining her goal will be difficult—especially when facing against the crazy situations that ensue!",50.111999999999995,6.9,27
2011-07-05,"[18, 16, 35, 10759, 18]",42141,Kamisama Dolls,ja,神様ドォルズ,"One night, Kyouhei and Hibino discover a dead body and coincidentally Kyouhei’s sister appears with the doll called Kamisama she controls.",50.015,6.5,4
2006-04-04,"[35, 16, 10759]",31670,Air Gear,ja,エア・ギア,"Itsuki Minami is a school student notorious for engaging in street fights, a reckless punk that will break through any obstacle, alongside his best friends Kazuma Mikura and Onigiri. However, when he discovers a pair of Air Trecks his true desire to rule the skies takes off.",49.998000000000005,7.2,41
2021-04-14,"[35, 16]",110975,Osamake: Romcom Where the Childhood Friend Won't Lose,ja,幼なじみが絶対に負けないラブコメ,"My childhood friend Shida Kuroha seems to have feelings for me. She lives next door, and is small and cute. With an outgoing character, she's the caring Onee-san type, this being one of her greatest strengths.

...But, I already have my first love, the beautiful idol of our school, and the award-winning author, Kachi Shirokusa! Thinking about it rationally, I should have no chances with her, but, while walking home from school, she only talks to me, with a smile even! I might actually have a chance, don't you think?!

Or so I thought, but then I heard that Shirokusa already has a boyfriend, and my life took a turn for the worse. I want to die. Why is it not me?! Even though she was my first love... As I was drowning in despair and depression, Kuroha whispered.

—If it's that tough for you, then how about we get revenge? The best revenge ever, that is~",49.893,6.6,23
2015-07-04,"[10759, 16, 35, 18]",63663,Gate,ja,ゲート 自衛隊 彼の地にて、斯く戦えり,"Off-duty Japan Self-Defense Forces (JSDF) officer and otaku, Youji Itami, is on his way to attend a doujin convention in Ginza, Tokyo when a mysterious portal in the shape of a large gate suddenly appears. From this gate, supernatural creatures and warriors clad in medieval armor emerge, charging through the city, killing and destroying everything in their path. With swift actions, Youji saves as many lives as he can while the rest of the JSDF direct their efforts towards stopping the invasion.

Three months after the attack, Youji has been tasked with leading a special recon team, as part of a JSDF task force, that will be sent to the world beyond the gate—now being referred to as the ""Special Region."" They must travel into this unknown world in order to learn more about what they are dealing with and attempt to befriend the locals in hopes of creating peaceful ties with the ruling empire.",49.839,7.4,91
1994-04-22,"[10759, 10765, 16, 10768]",30093,Mobile Fighter G Gundam,ja,機動武闘伝Gガンダム,"In the Year FC 60, much of mankind inhabits space colonies which orbit the Earth. Dominance over the colonies is decided once every four years by a large tournament in which each nation sends a single representative to fight the others with a giant robot called a Gundam. Domon Kashuu is selected to represent Neo-Japan in one of these tournaments, but he fights less to ensure his nation's victory than to find his brother, who has been blamed for the deaths of Domon's parents and the disappearance of a very dangerous weapon, the Dark Gundam or Devil Gundam.",49.797,6.9,19
1997-04-02,"[16, 18, 9648, 10765]",1042,Revolutionary Girl Utena,ja,少女革命ウテナ,"The main character is Utena Tenjou, a tomboyish teenage girl who was so impressed by a kind prince in her childhood that she decided to become a prince herself. She attends Ohtori Academy, where she meets a student named Anthy Himemiya, a girl who is in an abusive relationship with another student. Utena fights to protect Anthy and is pulled into a series of sword duels with the members of the Student Council. Anthy is referred to as the ""Rose Bride"" and is given to the winner of each duel. It is said that the winner of the of tournament will receive a mysterious ""power to revolutionize the world"", and the current champion is constantly challenged for the right to possess the Rose Bride.",49.78,8.5,38
2023-01-10,"[16, 35]",201889,Kubo Won't Let Me Be Invisible,ja,久保さんは僕を許さない,"First year high schooler Junta Shiraishi is a mob character who goes unnoticed even when he's standing right next to you. But his classmate, ""heroine-level beauty"" Kubo, always notices him and is there to tease him. Anyone can become special to someone, but it might be a little too early to call these feelings ""love."" Perhaps this story is still two-steps from being a romantic comedy--let's call it a sweet comedy where a background character becomes visible!",49.769,7.1,17
2021-04-30,"[16, 10765, 9648]",123542,LINK CLICK,zh,时光代理人,"Using superpowers to enter their clientele’s photos one by one, Cheng Xiaoshi and Lu Guang take their work seriously at “Time Photo Studio,” a small photography shop set in the backdrop of a modern metropolis. Each job can be full of danger, but nothing is more important than fulfilling every order, no matter the scale…or peril involved!",49.751000000000005,8.3,42
2019-01-09,"[16, 35, 18]",84660,My Roommate is a Cat,ja,同居人はひざ、時々、頭のうえ。,"The story of Mikazuki Subaru, a novelist who is shy and struggles in relationships with other people, and a cat who was dumped by humans and lived a tough life on the streets. Through a twist of fate, the two of them end up living together. This heartwarming tale illustrates day-to-day life through the eyes of both man and cat. These moments seem trivial, but as they build upon themselves, the two become family and find happiness in their life together.",49.706,7.9,33
2022-07-05,"[16, 35, 10765]",194774,Vermeil in Gold,ja,金装のヴェルメイユ~崖っぷち魔術師は最強の厄災と魔法世界を突き進む~,"Rather than take a more sensible approach to salvaging his grades in time for graduation, Alto summons a bit of otherworldly help. Only after does he learn he’s bound the legendary she-devil Vermeil into service as his familiar!",49.702,6.2,29
2023-04-02,"[16, 35]",208067,My Love Story With Yamada-kun at Lv999,ja,山田くんとLv999の恋をする,"Recently dumped, Akane is just about to quit the game she used to play with her boyfriend, when she meets Yamada in the same RPG. Yamada in real life turns out to be somewhat of a legend. The only problem is - he is ONLY interested in the game. As Akane's feelings grow, will Yamada's focus stay on the game?",49.637,7.6,63
