first_air_date,genre_ids,id,name,original_language,original_name,overview,popularity,vote_average,vote_count
2023-07-13,"[16, 35, 18, 37]",204148,Saint Cecilia and Pastor Lawrence,ja,白聖女と黒牧師,"Saint Cecilia is beloved by the townspeople—not only is she elegant and composed, she benevolently shares her wisdom with all who seek it. That is, until the last person has left—at which point she becomes totally hopeless! Only Pastor Lawrence, is keeping the Saint put together enough to do her duties...and though she may test him, it's all in a day's work!",19.617,7.6,10
1998-04-03,"[16, 10765]",36449,Lost Universe,ja,ロスト・ユニバース,"Kane Blueriver and his AI companion Canal Vorfeed are trouble contractors, taking on jobs that require their special skills. Their jobs vary from armed escort, to patrol duty, to the capturing of dangerous criminals. Millennium Feria Nocturne is a private eye who has to be the best at everything.

When the three of them get together, they run into one mess after another, gradually uncovering more of a mystery that ties the legendary Lost Ships to all of their pasts, bringing them closer and closer to a discovery that something called Nightmare would rather not have them find...",19.607,9.3,3
2014-01-11,"[10749, 16, 35]",60733,No-Rin,ja,のうりん,"The sudden retirement of the famous idol Yuka Kusakabe from the entertainment business shocks the world and devastates her biggest fan, teenager Kosaku Hata. His classmates at the Tamo Agriculture School manages to get him out of his depression and bring him out of his room to attend his classes. But to everyone's surprise, Yuka Kusakabe - her stage name - comes into their class under the name Ringo Kinoshita as a transfer student. Kosaku realizes he has a once-in-a-lifetime opportunity to get to personally know his dream girl and, together with his group of friends, try to find out why she came to the agricultural school and become more than just classmates.",19.597,7.0,15
2001-04-07,"[10765, 16, 10759, 35]",31026,"Z.O.E Dolores, i",ja,"Z.O.E Dolores, i","James Lynx was a pilot in the United Nations global army, one day he received notification that his wife, a Martian scientist, was killed during a lab experiment. His children blamed him and in despair, James quit the military and took up a job as a transporter between Earth and Mars, he had some slight hope of his wife still being alive. After a few years, he seemed to have given up all hope and turned to drinking, until one day he receives an orbital frame by the name of ""Dolores,"" sent by his dead wife.",19.593,5.0,2
2002-07-02,"[16, 35, 10765]",34764,G-On Riders,ja,G-on らいだーす,"At Saint Hoshikawa School there is a clandestine group called the G-On Riders. Students with superior strength and ability are chosen to be in the group, which was formed to fight against alien attacks on Earth.",19.572,9.0,2
1975-04-07,"[10759, 16]",67412,Adventure of Gamba,ja,ガンバの冒険,"A mouse named Gamba learns of the island of Yumemishima, where mice are being terrorized by Noroi the white weasel. Gamba gathers a group of seven mice to journey to Yumemishima and put an end to Noroi's tyranny. Based on the 1972 novel Boukenshatachi: Ganba to 15-hiki no Nakama by Atsuo Saitō.",19.570999999999998,7.0,3
2020-04-04,"[16, 18]",95697,Arte,ja,アルテ,"In the 16th century, Arte, a delightful young lady from an aristocratic family, dreams of being an artist and contributing to the renewal of civilization. However, with her father's death, she ends up losing the only person who believed in her passion for art. Now she is expected to marry a nobleman and live as a refined housewife without disgracing her family name. Reluctant to accept her fate, the headstrong Arte steps into the streets in search of a master artisan to take her on as an apprentice.

But no one believes that women are capable of fine craftsmanship, so none are willing to accept her. Luckily, a renowned artisan by the name of Leo is persuaded to take her as his disciple since he has none anyway. And thus, Arte's new life begins, far from the comfort of her noble upbringing. As an apprentice, she must earn her keep while tackling various challenges along the difficult path to becoming a full-fledged, master artisan.",19.56,7.3,66
2012-09-09,"[10759, 16, 35, 10762]",90357,Battle Spirits: Sword Eyes,ja,バトルスピリッツ ソードアイズ,"The lands of Legendia have the forces of light and darkness in an eternal conflict, a war over the 12 Sword Braves. The two forces attempt to seize the Divine Sword of Judgment. In the distant stone continent of Pacifis, Tsurugi Tatewaki acquires the Shining Sword. As dark forces go after Tsurugi and the Sword Brave, he meets Bringer, a Card Battle Druid given the task to be his protector. Tsurugi learns how to fight with Battle Spirit cards and stands against the dark forces!",19.548,8.0,3
2019-10-03,"[35, 16, 10751]",91026,After School Dice Club,ja,放課後さいころ倶楽部,"A story about girls playing board games after school!

Kyoto in Spring. Aya is a high school girl who's just moved to a new town. Miki is her shy classmate, and her first friend. One day after school Aya and Miki follow the committee president Midori to a speciality board games store. The Dice Club!! Without thinking they try out a German board game together.

These girls, who are searching for fun, soon fall into the exciting world of games!",19.535999999999998,5.5,6
1984-03-04,"[10759, 16, 10765]",9384,Video Warrior Laserion,ja,ビデオ戦士レザリオン,"Takashi Katori is a big fan of online games, and so is his American friend Sarah. However, one of their RPGs goes too far, as their virtual world and the Lezarion robot that Takashi created for the game somehow mix with reality. Takashi is caught, but later the Earth Governement discovers that an evil scientist from the Moon is hacking into virtual worlds and security, so they force Takashi to pilot the Lezarion and protect the Earth...",19.529,6.0,2
2004-04-05,"[16, 18, 9648]",11284,Madlax,ja,マドラックス,"In the country of Gazth-Sonika, civil war rages. There, a mercenary called Madlax plies her trade, with almost supernatural skill. In the seemingly peaceful country of Nafrece, Margaret Burton lives a tranquil life. As separate as their lives may seem, the two are connected by ties of mystery, and by a holy book that is also sought by the shadowy organisation, Enfant. As Margaret and Madlax follow the path of their destiny, they come ever closer to uncovering the truth - with no guarantee that it is a truth they can bear to learn.",19.528,4.5,4
2008-10-05,"[10759, 10765, 16]",26328,Ga-Rei-Zero,ja,喰霊-零-,"In Japan, there exists a government agency known as the Supernatural Disaster Countermeasures Division (SDCD), whose duty is to protect the citizens from creatures unseen. They are able to dispatch these monsters swiftly and without alerting the general public. But currently, they face a different challenge: the betrayal of one of their own.",19.519000000000002,6.7,41
2017-07-07,"[16, 35, 18]",72508,Convenience Store Boy Friends,ja,コンビニカレシ,"Six high school boys hang out at a local convenience store where they talk about their daily lives. Haruki Mishima and Towa Honda are first year students looking forward to the high school experience. Alongside them, there’s Nasa Sanagi, the only member of the cooking research club. Natsu Asumi is a loner but has third year students, Mikado Nakajima and Masamune Sakurakoji, looking out for him.",19.516,7.8,10
2018-01-12,"[16, 10765, 35]",76127,Hakumei and Mikochi,ja,ハクメイとミコチ,"In a world inhabited by people only a few inches tall, young women Hakumei and Mikochi live together in a house built into a tree. Hakumei is an energetic and tomboyish carpenter, while Mikochi is a feminine and calm tailor. Despite their differences, they get along well and spend their days having fun living their lives in the woods.

The two of them spend their time working, going on sightseeing adventures, and taking shopping trips into Tsumiki Marketplace by the ocean. They make many friends along the way, be they sentient woodland creatures like Iwashi the Weasel or fellow miniature people such as the songstress Konju and the inventor Sen.

This is a relaxing look into the day-to-day lives of its titular characters as they explore and interact with their tiny world which seems to be straight out of a fairy tale.",19.515,7.5,16
2022-07-09,"[16, 10765]",156450,Prima Doll,ja,プリマドール,"Just a few years prior, automata served as weapons in the great war. Now that the war has ended, these machines with human hearts search for their place in an unfamiliar, peaceful world — and their search begins at the Kuronekotei café.",19.498,5.7,7
2018-07-08,"[10759, 10765, 16]",79288,Planet With,ja,プラネット・ウィズ,"Sōya Kuroi has dreams of people with superpowers fighting a massive dragon in the sky, but his real life is almost as weird. He's had amnesia for about two weeks and been taken in by a maid and an anthropomorphic cat. When a UFO in the shape of a stuffed bear approaches Sorimasaka City and other metros around the world, he's startled to see seven rainbow-sparkling heroes zoom out to confront it – just like in his dream. Even weirder, the maid wants him to leave his shelter to confront these heroes and take the source of their power.",19.468,5.5,6
2012-01-08,"[16, 10759]",42502,Brave 10,ja,ブレイブ・テン,"Brave 10 is a manga series by Kairi Shimotsuki, serialized in Media Factory's Comic Flapper from 2007 to 2010. The series was resumed on June 15, 2011 and retitled Brave 10 Spiral, better known as Brave 10 S, serialized in Monthly Comic Gene. An anime adaptation by Studio Sakimakura and TMS Entertainment began airing on January 8, 2012. The original manga series is licensed by Tokyopop, though no volumes have been released as of 2012. The series is based on the legendary Sanada Ten Braves, a group of ninja that assisted warlord Sanada Yukimura during the Sengoku period of Japan. The series had been licensed for streaming on Crunchyroll.",19.426,7.5,16
2023-07-03,"[16, 35, 10765]",196220,Level 1 Demon Lord & One Room Hero,ja,Lv1魔王とワンルーム勇者,"Ten years ago, the hero Max defeated the Demon Lord. In order to regain his power, the Demon Lord went into a deep slumber...but when he awakens, his body is only a chibi version of its fearsome form. Now curious to see what his enemy is up to, the Demon Lord visits Max, only to discover the mighty hero living in a dirty one-room apartment. The Demon Lord decides to move in with Max and help his old enemy become a formidable opponent once more!",19.421,8.0,8
2019-01-12,"[16, 10765, 35]",84663,Bermuda Triangle ~ Colorful Pastorale,ja,バミューダトライアングル ～カラフル・パストラーレ～,"Mermaids are known worldwide as bewitching mythological creatures of the sea. Despite their charms and otherworldly powers, daily life for these beings comes with everyday problems. But there’s nothing that can’t be overcome with the support of friends. Follow the adventures of five young mermaids as they explore their town and the world around them in this delightful slice-of-life series that takes viewers to an enchanting world beneath the waves.",19.410999999999998,7.7,3
2016-07-02,"[16, 35]",66949,First Love Monster,ja,初恋モンスター,"When fifteen-year-old Kaho Nikaidou leaves her sheltered home to start life anew in a Tokyo high school dormitory, the last thing she expects is to nearly get hit by a truck! Saved in the nick of time by a handsome stranger, Kaho falls head over heels for him and, after finally tracking him down, boldly confesses her feelings. Turns out Kaho's mystery savior, Kanade, is the son of Kaho's new landlord! The handsome object of Kaho's affection agrees to go out with her, but her newfound bliss is short-lived when it turns out that her new boyfriend...is a fifth-grader?!",19.398,7.0,83
1981-04-07,"[16, 10751, 18]",37526,Little Women,ja,『若草物語』より若草の四姉妹,"In the United States, the Civil War has just broken and Mr March, a physician and father of four daughters, went to the front. Madam March remains alone with her four daughters: the eldest Margaret (Meg), Josephine (Jo) budding writer, a real boy failed, Elisabeth (Beth), the timid passionate piano, and the latest addition, Amy, who loves to draw. The four girls will quickly get to know their neighbor Mr. Lawrence, which they had a little scared at first, but also to his grandson Laurie who at the age of Jo. Together, they go through many hardships, more or less happy, the furies of Aunt March, jealousies, the joys and the war in fabric background, hoping that their father will come back safe and sound...",19.383,2.0,1
2014-10-05,"[10759, 16, 10765]",62104,The Seven Deadly Sins,ja,七つの大罪,"The “Seven Deadly Sins”—a group of evil knights who conspired to overthrow the kingdom of Britannia—were said to have been eradicated by the Holy Knights, although some claim that they still live. Ten years later, the Holy Knights have staged a Coup d'état and assassinated the king, becoming the new, tyrannical rulers of the kingdom. Elizabeth, the king's only daughter, sets out on a journey to find the “Seven Deadly Sins,” and to enlist their help in taking back the kingdom.",19.354,8.5,4744
1984-03-03,"[16, 10765]",43715,Little Memole,ja,とんがり帽子のメモル,"Little Memole also known also as Wee Wendy or Tongari Bōshi no Memoru, lit. ""Memole Of The Pointed Hat"", is a Japanese anime television series produced in the 1980s by Toei Animation. The series centers around a tiny girl named Memole that lands on Earth with 245 inhabitants from the planet Riruru. Memole befriends a human girl named Mariel who is ill and spends time with her. Memole also meets woodland animals and uses an owl named Bo-bo for transport.",19.337,5.7,3
2022-01-09,"[16, 35, 10765]",128826,Miss Kuroitsu From the Monster Development Department,ja,怪人開発部の黒井津さん,"Touka Kuroitsu is a research assistant who belongs to the Monster Development Department of the evil organization Agastia. However, the enemy she has to fight right now isn't the heroes of justice, but her boss.

So long justice exists, evil too, will exist. This is the story of those who fight secretly in the shadows of justice and evil's confrontation.",19.31,6.3,12
2006-04-04,"[16, 18, 10765]",1102,Simoun,ja,シムーン,"In the world of Daikuuriku, everyone is born female, and chooses which sex they wish to become at age 17. In this world, the peaceful theocracy of Simulacrum is guarded by magical flying machines called ""Simoun"", which can only be piloted by young girls who haven't chosen a sex yet. The Simoun can activate a magical power known as ""Ri Maajon"" that can destroy large numbers of enemies at once. When the industrialized nation of Argentum decides that it needs to invade Simulacrum to acquire the secret of the Simoun, war breaks out, drawing the Simoun ""Sibyllae"" (priestesses who fly the Simoun) into a lopsided battle. Because the war is raging, the Sibyllae are granted an exemption from choosing a permanent sex for as long as they're willing to keep flying. Aaeru, a determined young Sibylla with a mysterious past, and Neviril, the leader of Chor Tempest, Simulacrum's most elite Simoun squadron, must lead their fellow priestesses through conflict both within their ranks and in the sky.",19.31,6.2,5
2005-10-02,"[16, 18]",32963,Canvas 2 ~Niji Iro no Sketch~,ja,Canvas2 ～虹色のスケッチ～,Hiroki Kamikura is a main character of this story that’s a student of Nadeshiko University and serves as an adviser for Art Department in Nadeshiko High School.,19.258,6.0,1
2017-07-07,"[16, 18, 9648]",72035,Vatican Miracle Examiner,ja,バチカン奇跡調査官,"Vatican City—Holy Land of the Catholics. Amidst the land, there is an organization that conducts rigorous investigations on ""claims of miracles"" from all over the world to ascertain their credibility. The organization is referred to as ""Seito no Za"" (Assembly of Saints) and the priests that belong there are called miracle investigators. Robert Nicholas, an ancient archive and cryptanalysis expert is partnered and good friends with Hiraga Josef Kou, a genius scientist. Together, the brilliant duo investigates the ""miracles"" and uncovers the incidents and conspiracies hidden behind them.",19.226,7.7,3
2013-07-06,"[10759, 10765, 16]",76899,Day Break Illusion,ja,幻影ヲ駆ケル太陽,"In a world plagued by the Daemonia, creatures that take advantage of the negative emotions of people and transform them into monsters, girls from 22 special bloodlines are chosen to wield the power of the Elemental Tarot and confront them. The story follows Akari Taiyo, a 12-year-girl who becomes the wielder of card ""The Sun"" and joins the mysterious organization ""Sefiro Fiore"" to confront the Daemonia along other card wielders. However, it does not take long for Akari to learn that with their duty comes an unbearable guilt, as to defeat the Daemonia, the humans afflicted by them must perish as well.",19.209,8.0,3
2022-07-02,[16],138882,Shoot! Goal to the Future,ja,シュート！Goal to the Future,"Atsushi Kamiya is a former captain at Kakegawa High School and the world-renowned ""courageous captain"" for a famous Italian soccer team. Hideto Tsuji, a student at Kakegawa High School seems uninterested in the now-weakened soccer team. Their meeting is the start of a new legend.",19.177,1.8,2
2022-01-08,"[16, 10759, 10765]",117310,Dolls' Frontline,ja,ドールズフロントライン,"In the fallout of nuclear war, the last of humanity survives with the help of life-like androids known as Dolls. Built to serve, some fight in wars as Tactical Dolls or T-Dolls. Now, an elite team comprised of T-Dolls are sent to face a new rogue threat, Sangvis Ferri. Leading them into battle is their new human commander, M4A1.",19.155,5.3,10
2010-04-02,"[16, 35]",45967,Yamada's First Time: B Gata H Kei,ja,B型H系,"OMG! There’s this girl at school, Yamada, who wants to make like a hundred sex friends. She totally thinks she can devirginize one hundred different boys! Can you believe that? That’s like every boy in the school. Who does she think she is? I heard from my friend’s neighbor’s cousin’s lab partner that Yamada’s never even been kissed.  Oh. My. God. I would totally die. That’s like burn all your makeup and shave off your eyebrows embarrassing. I can’t even think about it. Today at lunch I saw Yamada flirting, like for reals flirting, with that geek Kosuda. You know the guy. Photography club, no muscles, boring face, kind of reminds you of a black-and-white movie. Super lame. If Yamada can’t even make the sex with him, she’ll never score a hundred cherry boys. She needs to take like Sex Ed or something because I heard she can’t give it away!",19.154,7.9,137
2013-07-12,"[16, 35]",63525,Hyperdimension Neptunia,ja,超次元ゲイム ネプテューヌ The Animation,"This is Gameindustri. Beings called Goddesses rule the countries of this unreal world. The four goddesses govern four states: Planeptune, Lastation, Lowee and Leanbox. For many long years these countries fought each other over the Share, the source of the Goddesses' power. However, fearful that the conflict would pointlessly erode their strength, the goddesses signed a Friendship Treaty forbidding them from taking the Share by force. Under the treaty, the Goddesses and their younger sisters took a step forward to a new stage in their relations. It is the dawn of a new, dynamic era marked occasionally by shared laughter, disputes as well as cooperation. But what does the future hold in store for Gameindustri...?",19.15,6.1,15
1999-10-04,"[16, 35]",21985,Miss Critical Moment,ja,イッパツ危機娘,Kunyan lives her crazy life of misadventures from episode to episode. This comedy series is accompanied by a narrator who scientifically explains all that happens to her.,19.149,7.0,1
2005-10-01,"[16, 35, 10759]",35236,Bobobo-bo Bo-bobo,ja,ボボボーボ・ボーボボ,"Based on the manga by Yoshio Sawai, Bobobo-bo Bo-bobo is one of the weirdest, yet funny animes using puns, cross-dressing, and lots of visual gags. Taking place in the year 300X, an evil organization knows as the Bald Empire (Margarita Empire) is planning to take over the world by stealing everyones hair. The Bald Empire, led by Emperor Baldy Bald, will have to go through Bobobo-bo Bo-bobo, who is determined to put a stop to them once and for all, if they plan to succeed. But it won't be easy, because Bobobo-bo Bo-bobo was trained to ""hear the voices of the hair,"" enabling him to command his own body hair to perform various martial arts stunts to defend himself. Along the way, he will eventually need the help of all the different, yet weird friends he encounters in order to defeat the evil Bald Empire.",19.141,5.2,23
2008-04-04,"[10765, 16]",34738,Amatsuki,ja,あまつき,"Ordinary high school student, Rikugou Tokidoki, has to take supplementary History classes, to boost his failing grade, at a state-of-the-art museum. This museum allows the visitor to use high-tech virtual reality to reconstruct a realistic Edo of the Bakumatsu period. However, once the simulation begins, Tokidoki is attacked by a strange creature. After something happens to his left eye, he realizes that he is not wearing the VR goggles - it is no longer a simulation; he's trapped in the virtual world and has no way of getting back.",19.128,6.0,5
2013-04-04,"[16, 18]",57778,Red Data Girl,ja,RDG レッドデータガール,"Izumiko Suzuhara (15)  was born and raised at Tamakura Shrine, and always destroys any electrical device she touches. She decides to try living in the city, and enrolls in Houjou High School in Tokyo. With her are her guardians son and Izumiko's childhood friend Miyuki Sagara. While she's there, an  entity called ""Himegami"" appears. She learns she is something called a  ""kami"" a vessel for a shinto spirit, while Miyuki is a ""yamabushi"", a  warrior meant to protect the ""kami.""",19.121,7.0,8
2014-10-09,"[16, 10759, 35, 10765]",61474,Gonna be the Twin-Tail!!,ja,俺、ツインテールになります。,"Mitsuka Souji is a first year high school student who greatly loves twintails. One day, a beautiful girl named Thuearle, who comes from another world, suddenly appeared in front of him and gave him the power to transform into the twintails warrior Tail Red. Now Souji must fight in order to protect the peace on Earth with the help of his childhood friend Tsube Aika, who can become the twintails warrior Tail Blue, all while keeping the twintails warriors' real identities hidden and dealing with the fact that Tail Red is actually female",19.117,8.5,36
2019-10-12,"[16, 35]",96196,True Cooking Master Boy,ja,真・中華一番!,"After the death of Mao's mother -  Pai -  who was called the Goddess of Cuisine,  Mao wants to be the Master Chef of his mother's restaurant. However, before Mao takes his mother's place as Master Chef, he travels to China in order to learn more of the many ways of cooking, in the hopes of becoming a legendary chef just like his mother.",19.11,5.6,9
2022-01-11,"[16, 10759, 35, 10765]",120142,SABIKUI BISCO,ja,錆喰いビスコ,"Japan’s post-apocalyptic wasteland replete with dust can only be saved by one thing—fungus. Bisco Akaboshi, a wanted criminal and skilled archer, searches for a legendary mushroom, known as Sabikui, said to devour any and all rust. Joining him on this epic saga to save the country is a giant crab and a young doctor. Can this unlikely trio find the fabled fungi and save the land?",19.098,6.7,27
2017-07-15,"[16, 35]",72500,Action Heroine Cheer Fruits,ja,アクションヒロイン チアフルーツ,"The ""local heroine fighter"" of a certain city became popular and a national star. Because of this, ""local heroines"" debuted in various other places, and their action live events became a hit trend nationally. In Hinano City, high school girl Misaki Shirogane and other girls become local heroines (at the urging of Misaki's aunt, the prefectural governor) and vow to produce action live events.",19.088,8.3,8
2014-07-09,"[16, 35, 10765]",79208,Magimoji Rurumo,ja,まじもじるるも,"Shibaki is a high school boy only interested in girls. However, he has been branded as the most perverted boy at school, and the girls go out of their way to avoid him. When he finds a book in the library about how to summon witches, he tries it as a joke; unexpectedly, though, the book works, and a cute witch named Rurumo appears to grant him a wish. Shibaki helps Rurumo and she in return refuses to take his soul.

After some time, he thinks about his meeting with Rurumo, and wishes he could see her again. His wish is granted immediately, as Rurumo falls from the sky and crash-lands in front of him, tasked with getting him to use up 666 magic tickets that grant wishes before she can become a witch again. However, according to Rurumo's familiar, what she does not know is that each ticket he uses will shorten his life span, and, when the last ticket is used, he will die.",19.08,8.0,35
2002-01-05,"[10759, 16]",23557,Secret of Cerulean Sand,ja,パタパタ飛行船の冒険,"Jane's mother dies when she is born, and her father, a rich English aristocrat, soon remarries to a woman with a son, William, who despises his new father and brother. George and Jane grow up with a dream to make a flying machine. George believes the distant Asian sands hold a secret: a mysterious cerulean sand which can make machines fly. He goes on an expedition to find it, and soon is reported executed for treason. William disappears too. After she recieves an unsigned letter holding a handful of pale-blue sand which floats in the air, Jane is sure her brother is alive and leaves to the East to find him and prove him innocent. There are many mysteries to unravel in store for Jane and her new friends on her journey. But perhaps a mystery should forever remain a mystery...",19.053,6.0,1
2005-10-04,"[16, 18]",34803,Capeta,ja,カペタ,"Capeta is a Japanese sports manga and anime about kart racing by Masahito Soda. The manga won the Kodansha Manga Award for shōnen in 2005.

The series consists of three separate arcs. The first is about Capeta's first experiences with kart racing at the age of 10. The next arc, which starts four years later, deals with Capeta trying to handle his growing financial issues due to the high cost involved in kart racing. The third is about Capeta trying to realize his dream of beating his rival and becoming a professional racer, venturing through into a more senior category: Formula Three. Both the anime and manga features numerous references and homages to Initial D and Best Motoring International references, as well as Formula One. In addition to this, there are many karting and racing references that not only add flesh to the story, but are also factual.",19.046,7.3,3
2014-04-05,"[16, 35, 10759]",60817,Daimidaler the Sound Robot,ja,Kenzen Robo Daimidaler,"In order to stop the mysterious ""Penguin Empire"" from interfering with world peace, secret organization ""Prince Beauty Parlor"" has developed a giant robot that is powered by a rare special energy source called ""Hi-ERo particles."" Organization member Kyōko Sonan has located an ordinary high school student, Kōichi Madanbashi, with high amounts of Hi-ERo particles, making him a suitable candidate to pilot of the giant robot. But there is only one way to release his particles: allow Madanbashi to persuade him with lewd behavior.",19.034000000000002,7.4,13
2019-01-13,"[16, 10765, 35]",84667,Endro!,ja,えんどろ～！,"Naral Island, a continent with swords and magic in which humans and monsters coexist. The terrible Demon King lives there. In ancient times, the first-generation hero defeated the Demon King. Over the many successive generations since then, the Demon King has been resurrected, and the hero who opposes him has likewise reappeared. Girls attend a school for adventurers in order to defeat the Demon King when he appears again.

Though a bit absent-minded, Yusha has the body of a hero. The holy elf Seyla's trouble never ends because she is too serious. The cheerful warrior Fai loves to eat. Mei is a quiet otaku magician. As the four girls aim to be in the hero party, they live relaxed fantasy lives and show no sign of defeating the Demon King no matter how much time passes.",19.029,6.6,12
2014-04-10,"[10759, 16]",60826,Dai Shogun - Great Revolution,ja,風雲維新ダイ☆ショーグン,"In the late Edo period, Japan had experienced an unprecedented crisis by Kurofune (Black Ships), the ships from foreign countries. But a giant robot called Onigami, which has existed since ancient time, dispelled the Kurofune ships and the exclusion of foreigners was accomplished. The story begins in Japan where Meiji restoration in 1868 didn't happen.",19.029,7.6,7
2019-04-08,[16],87474,NAMUAMIDABUTSU! -UTENA-,ja,なむあみだ仏っ! -蓮台 UTENA-,"The pain that everyone cannot escape when living: the living, old, sick, and death. The way to save it is through Buddhist enlightenment. At the end of a war, a prince who obtained the Buddhist enlightenment became the Shaka Nyorai and saved the world. Long time has passed since that, currently the latter age of decadence. Mara, the worry that once tried to destroy Shaka's enlightenment, has made a contract with the devil in order to seek revenge against Shaka. He begins to control people with worries.

Meanwhile, a team centering around Shaka, called the Thirteen Buddhas, and the two benevolent deities who protect the dharma, Taishakuten and Bonten, have stood up to fight against Mara to protect people from worries. A battle between Mara and the Buddhist gods that involves people begins now!",18.983,0.0,1
2022-07-03,"[16, 10759, 10765]",93655,League of Nations Air Force Aviation Magic Band Luminous Witches,ja,連盟空軍航空魔法音楽隊ルミナスウィッチーズ,"Morale matters just as much as launching a counterassault. Instead of standing on the front lines with the 501st Joint Fighter Wing, the Luminous Witches of the League of Nations Air Force bring smiles to civilians displaced in the human-Neuroi war.",18.973,6.3,4
2013-04-04,"[16, 10759, 35]",52850,The Severing Crime Edge,ja,断裁分離のクライムエッジ,"Killing Goods are murder weapons handed down from generation to generation within the families of their owners. They are cursed to compel their current owners to repeat the original murders. The curse also makes them indestructible. Kiri Haimura is the current owner of a pair of shears that can cut seemingly anything, although the only thing he wants to cut is hair. One day he meets Iwai Mushanokoji, a girl of whom he has only heard rumors that her hair cannot be cut, a girl who can grant one wish, any wish, but only to the person who murders her. Every morning he cuts her hair, which grows back every night; and every day he helps protect her from people who know about her curse and who want a wish granted.",18.959,7.9,33
2009-07-09,"[16, 18]",37866,Tokyo Magnitude 8.0,ja,東京マグニチュード8.0,"There is an estimated 70% or higher possibility that a magnitude 7.0 earthquake will occur in Tokyo in the next 30 years. In 2012, Mirai, a middle school freshman girl, goes to Tokyo’s artificial Odaiba Island for a robot exhibition with her brother Yuuki at the start of summer vacation. A powerful tremor registering 8.0 on the JMA scale emanates from an ocean trench, the famed Tokyo Tower and Rainbow Bridge crumble and fall, and the landscape of Tokyo changes in seconds. With the help of a motorcycle delivery woman named Mari who they meet on Odaiba, Mirai and Yuuki strive to head back to their Setagaya home in western Tokyo.",18.948,7.5,44
2023-04-08,"[16, 35, 10765]",204112,Otaku Elf,ja,江戸前エルフ,"Koito Koganei works as the teenage shrine maiden at the Takamimi Shrine, catering to the whims of its resident: a centuries-old elf who loves video games as much as she hates going outside! Line up your offerings for the otaku elf—some energy drinks, chips and video games will do nicely—and watch her new friends scramble to keep up!",18.936,7.8,6
2023-07-02,"[16, 18, 10765]",213233,AYAKA,ja,AYAKA ‐あやか‐,"The story follows Yukito Yanagi, an orphan who one day encounters an eccentric disciple of his father's. The strange man takes him to his birthplace on Ayakajima, made up of seven islands where mysterious beings called ""Mitama"" and dragons are rumored to reside. There, Yukito meets his father's two other disciples, who protect the harmony of Ayakajima… which soon threatens to collapse.",18.889,6.2,9
2010-10-07,"[16, 9648]",51492,Detective Opera Milky Holmes,ja,探偵オペラ ミルキィホームズ,"Set in a futuristic world, there exist ""Toys"" which grant people superhuman abilities. This is responsible for a wave of crimes and necessitates employing Toy-using detectives to help solve them. Opera Kobayashi runs a detective agency, Milky Holmes, staffed by four aspiring young girl detectives who attend the Holmes Detective Academy, and each girl possesses their own unique Toy.",18.878,9.0,4
2017-01-06,[16],69342,Seiren,ja,セイレン,"For high school students like Shouichi Kamita, university entrance exams and the future are common concerns. It is also during this time in life that a mysterious emotion that vexes people of all ages may begin to weigh upon one's mind—love.

At this point in his teenage years, Shouichi finds three girls he could see himself having a future with: the ever-cheerful Hikari Tsuneki, who teases Shouichi without mercy, but actually has a softer side; the competitive gamer, Tooru Miyamae, who has difficulty communicating with others; and Shouichi's childhood friend, Kyouko Touno, the sometimes immature shoujo manga enthusiast. Seiren follows Shouichi's relationships with these three girls across three separate arcs, as their feelings grow from mutual interest and blossom into something more beautiful.",18.866,8.0,62
2018-10-18,"[16, 10765]",83238,Ingress: The Animation,ja,イングレス,"After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power.",18.81,6.8,22
2020-10-03,"[16, 35]",108954,"With a Dog AND a Cat, Every Day Is Fun",ja,犬と猫どっちも飼ってると毎日たのしい,"Matsumoto's daily life while raising both a sweet, innocent dog and a ""devilishly vicious yet adorable"" cat. Everyday, there is laughter and even a tear or two.",18.808,5.5,4
2011-04-03,"[16, 35, 18, 18]",45235,"We, Without Wings - Under the innocent sky",ja,俺たちに翼はない -under the innocent sky.,"In the big city of Yanagihara, the masses of people and buildings make it a bustling place to exist, and yet, people will meet and fall in love here in this city.",18.764,6.2,5
2004-07-24,"[35, 10759, 16]",95736,Re: Cutie Honey,ja,Re:キューティーハニー,"A mysterious organization known as Panther Claw make their presence known by terrorizing Tokyo and giving the cops a run for their money. Police are further baffled by the appearance of a lone cosplaying vigilante who thwarts all of Panther Claw's evil schemes before disappearing. That cosplayer is Honey Kisaragi, the result of the late Professor Kisaragi's prize experiment. A master of disguise, Honey can instantly alter her physical appearance and outfits. But with a push of the heart-shaped button on her choker, she transforms herself into Cutie Honey, the scantily clad, sword-wielding warrior of love and justice.",18.730999999999998,8.0,10
2018-03-25,"[35, 16]",76142,Magical Girl Ore,ja,魔法少女 俺,"""Love makes a girl stronger."" Saki Uno is working hard as part of the new idol unit, Magical Twin. The one she admires most is Mohiro Mikage, who’s the older brother of her idol unit partner Sakuyo, and he’s also a member of the top idol unit STAR☆PRINCE. She would be willing to do anything for him, and one day, those feelings brought on a miracle. Saki ended up turning into a magical girl when she strongly wished to protect someone... But what she turned into wasn’t exactly what she was expecting...",18.724,7.6,71
